perturbation_percentage,cm_0_0,cm_0_1,cm_0_2,cm_0_3,cm_0_4,cm_0_5,cm_0_6,cm_0_7,cm_0_8,cm_0_9,cm_0_10,cm_0_11,cm_0_12,cm_0_13,cm_0_14,cm_0_15,cm_1_0,cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_1_8,cm_1_9,cm_1_10,cm_1_11,cm_1_12,cm_1_13,cm_1_14,cm_1_15,cm_2_0,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_2_8,cm_2_9,cm_2_10,cm_2_11,cm_2_12,cm_2_13,cm_2_14,cm_2_15,cm_3_0,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_3_8,cm_3_9,cm_3_10,cm_3_11,cm_3_12,cm_3_13,cm_3_14,cm_3_15,cm_4_0,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_4_8,cm_4_9,cm_4_10,cm_4_11,cm_4_12,cm_4_13,cm_4_14,cm_4_15,cm_5_0,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_5_8,cm_5_9,cm_5_10,cm_5_11,cm_5_12,cm_5_13,cm_5_14,cm_5_15,cm_6_0,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_6_8,cm_6_9,cm_6_10,cm_6_11,cm_6_12,cm_6_13,cm_6_14,cm_6_15,cm_7_0,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,cm_7_8,cm_7_9,cm_7_10,cm_7_11,cm_7_12,cm_7_13,cm_7_14,cm_7_15,cm_8_0,cm_8_1,cm_8_2,cm_8_3,cm_8_4,cm_8_5,cm_8_6,cm_8_7,cm_8_8,cm_8_9,cm_8_10,cm_8_11,cm_8_12,cm_8_13,cm_8_14,cm_8_15,cm_9_0,cm_9_1,cm_9_2,cm_9_3,cm_9_4,cm_9_5,cm_9_6,cm_9_7,cm_9_8,cm_9_9,cm_9_10,cm_9_11,cm_9_12,cm_9_13,cm_9_14,cm_9_15,cm_10_0,cm_10_1,cm_10_2,cm_10_3,cm_10_4,cm_10_5,cm_10_6,cm_10_7,cm_10_8,cm_10_9,cm_10_10,cm_10_11,cm_10_12,cm_10_13,cm_10_14,cm_10_15,cm_11_0,cm_11_1,cm_11_2,cm_11_3,cm_11_4,cm_11_5,cm_11_6,cm_11_7,cm_11_8,cm_11_9,cm_11_10,cm_11_11,cm_11_12,cm_11_13,cm_11_14,cm_11_15,cm_12_0,cm_12_1,cm_12_2,cm_12_3,cm_12_4,cm_12_5,cm_12_6,cm_12_7,cm_12_8,cm_12_9,cm_12_10,cm_12_11,cm_12_12,cm_12_13,cm_12_14,cm_12_15,cm_13_0,cm_13_1,cm_13_2,cm_13_3,cm_13_4,cm_13_5,cm_13_6,cm_13_7,cm_13_8,cm_13_9,cm_13_10,cm_13_11,cm_13_12,cm_13_13,cm_13_14,cm_13_15,cm_14_0,cm_14_1,cm_14_2,cm_14_3,cm_14_4,cm_14_5,cm_14_6,cm_14_7,cm_14_8,cm_14_9,cm_14_10,cm_14_11,cm_14_12,cm_14_13,cm_14_14,cm_14_15,cm_15_0,cm_15_1,cm_15_2,cm_15_3,cm_15_4,cm_15_5,cm_15_6,cm_15_7,cm_15_8,cm_15_9,cm_15_10,cm_15_11,cm_15_12,cm_15_13,cm_15_14,cm_15_15,classifier
50,1024,0,1,0,0,0,348,0,4,0,0,0,0,42,581,0,0,1112,0,876,0,0,0,0,0,1,0,0,0,0,0,11,3,11,965,8,0,2,11,0,963,2,0,4,1,13,16,1,0,465,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,681,1,19,8,706,11,3,0,18,0,414,126,0,3,8,2,43,8,18,1,32,938,1,4,17,615,2,3,302,2,13,1,0,0,371,0,166,0,1346,0,4,0,0,0,1,111,0,1,0,380,0,345,0,0,0,1212,0,57,0,0,6,0,0,0,0,0,1466,0,36,0,1,0,442,1,0,48,0,6,0,0,0,40,0,53,0,297,0,18,0,1169,3,0,420,0,0,0,0,0,1,0,1043,0,0,0,0,0,953,0,3,0,0,0,21,0,10,6,675,12,3,2,5,4,12,1232,0,8,3,7,0,0,0,1,0,373,0,9,0,538,0,0,1079,0,0,0,3,0,13,0,1016,2,3,0,8,1,1,28,0,905,19,1,623,0,0,0,0,0,11,35,0,0,0,0,10,345,976,0,0,4,637,0,71,6,25,6,4,5,0,243,2,24,0,973,MBW_LR
55,883,0,2,0,0,0,405,0,2,0,0,0,0,51,657,0,0,1015,0,971,0,0,2,0,0,0,0,0,0,0,0,12,2,15,857,4,0,1,6,0,1079,3,0,4,1,13,14,1,0,674,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,680,1,26,6,670,10,3,0,20,0,434,135,0,6,9,0,43,6,23,1,22,793,1,8,23,706,16,5,333,6,14,0,0,0,469,0,172,0,1203,0,4,0,0,0,0,144,0,8,0,473,0,406,0,0,0,1040,0,73,0,0,6,0,2,0,0,0,1668,0,33,0,0,0,251,0,0,43,0,5,0,0,0,50,0,75,0,324,0,20,0,1100,3,1,427,0,0,0,0,0,1,0,1104,0,0,0,0,0,892,1,2,0,0,0,20,0,15,6,728,12,3,0,6,5,21,1168,0,6,4,6,0,0,0,0,0,391,0,11,0,607,0,0,991,0,0,0,2,0,19,0,1090,3,12,0,7,1,2,28,0,815,17,4,777,0,0,0,0,0,11,46,0,0,0,0,15,367,784,0,0,3,744,0,51,6,67,9,3,4,0,186,2,22,0,903,MBW_LR
60,761,0,3,0,1,0,437,0,3,0,0,0,0,50,745,0,0,883,0,1104,0,0,1,0,0,0,0,0,0,0,0,12,4,13,668,3,0,0,5,0,1269,1,0,5,3,10,15,4,0,929,0,1071,0,0,0,0,0,0,0,0,0,0,0,0,681,5,34,4,703,5,2,0,16,0,416,119,0,4,9,2,43,8,36,0,5,665,1,9,24,780,35,10,367,5,12,0,0,0,576,0,166,0,1067,0,5,0,2,0,0,171,0,13,0,601,0,444,0,0,0,866,0,81,0,0,6,0,2,0,0,0,1756,0,32,0,0,0,167,0,0,36,0,7,2,0,0,55,0,92,0,328,0,26,0,1067,3,0,429,0,0,0,0,0,0,0,1174,0,0,0,0,3,817,6,0,0,0,0,20,0,15,6,820,10,4,1,8,4,33,1066,0,7,3,3,0,0,0,1,0,399,0,14,0,700,1,0,885,0,0,0,2,0,17,0,1150,3,18,1,10,1,1,32,0,739,21,5,885,0,0,0,0,0,12,59,1,0,0,0,19,383,641,0,0,4,806,2,38,6,106,12,3,1,0,167,4,22,0,829,MBW_LR
65,633,0,2,0,0,0,497,0,4,0,0,0,0,51,813,0,0,855,0,1129,0,0,1,1,0,0,0,0,0,0,0,14,2,10,484,6,0,1,8,0,1453,3,0,4,2,11,15,1,0,1249,0,751,0,0,0,0,0,0,0,0,0,0,0,0,680,2,29,5,716,3,3,0,15,0,396,133,0,5,11,2,42,7,37,2,4,546,0,10,27,851,47,11,400,4,12,0,0,0,739,0,167,0,836,0,5,0,2,1,1,221,0,28,0,662,0,504,0,0,0,730,0,91,0,0,9,0,4,0,0,0,1788,0,32,0,0,0,142,1,0,32,1,3,0,1,0,95,0,114,0,320,0,33,0,994,3,0,441,0,0,0,0,0,0,0,1281,0,0,0,0,5,697,17,0,0,0,0,20,0,14,4,914,10,5,1,8,5,71,936,0,6,3,3,0,0,0,5,0,395,0,18,0,814,2,0,766,0,0,0,2,0,17,0,1229,4,36,1,10,1,1,37,0,641,17,4,934,0,0,1,0,0,13,81,0,0,0,0,19,399,553,0,0,1,879,1,25,6,167,14,6,0,0,150,1,17,0,733,MBW_LR
70,476,0,2,0,0,0,551,0,4,0,0,0,0,48,919,0,0,879,0,1106,0,0,2,1,0,0,0,0,0,0,0,12,2,14,305,4,0,1,8,0,1630,0,0,7,2,10,15,2,0,1602,0,398,0,0,0,0,0,0,0,0,0,0,0,0,680,1,32,5,760,6,2,0,14,0,368,112,0,4,16,0,41,5,39,0,8,429,0,8,28,928,54,14,431,2,13,0,0,0,930,0,172,0,564,0,5,0,2,2,1,282,0,42,0,755,0,560,0,0,0,572,0,105,0,0,7,0,1,0,0,0,1824,0,32,0,3,0,105,0,0,31,0,4,0,1,0,146,0,166,0,330,0,36,0,871,3,0,448,0,0,0,0,1,0,0,1407,0,0,1,0,7,555,29,0,0,0,0,22,0,14,4,1068,14,7,1,7,4,121,728,0,4,3,3,0,0,0,9,0,402,0,19,0,890,7,1,672,0,0,0,1,0,18,1,1294,5,46,1,8,1,0,47,0,551,21,6,996,0,0,0,0,0,11,94,0,0,0,0,23,417,459,0,0,6,925,2,27,6,256,11,5,0,0,119,2,20,0,621,MBW_LR
75,356,0,2,0,0,0,604,0,5,0,0,0,0,46,987,0,0,818,0,1166,0,0,5,1,0,0,0,0,0,0,0,10,2,15,183,4,1,1,5,0,1746,2,0,8,3,15,15,0,0,1784,0,216,0,0,0,0,0,0,0,0,0,0,0,0,680,2,30,7,763,3,3,0,12,0,351,127,0,6,16,0,42,2,36,1,7,340,0,8,29,983,58,23,452,3,16,0,0,0,1129,0,168,0,304,0,3,0,2,0,0,321,0,73,0,861,0,623,0,0,0,378,0,118,0,0,18,0,2,0,0,0,1864,0,35,1,3,0,64,0,0,28,0,5,0,0,0,225,0,214,0,341,0,29,0,729,3,0,459,0,0,0,0,1,0,0,1530,0,0,2,0,10,414,43,0,0,0,0,21,0,16,4,1213,9,3,1,13,4,191,515,0,4,3,3,0,0,0,20,0,406,0,21,0,961,15,0,577,0,0,0,2,0,19,0,1411,4,52,1,6,1,1,39,0,434,23,7,1072,0,0,1,0,0,11,101,0,0,0,0,33,424,358,0,0,7,991,2,23,7,348,11,4,0,0,99,1,17,0,490,MBW_LR
80,244,0,1,0,0,0,638,0,10,0,0,0,0,52,1055,0,0,643,0,1342,0,0,5,0,0,1,0,0,0,0,0,9,6,21,104,1,5,1,3,0,1817,2,0,10,3,12,15,0,0,1886,0,113,0,0,0,0,0,0,0,0,0,0,0,1,680,2,28,3,751,4,3,0,14,0,349,139,0,6,19,2,48,1,36,2,8,267,0,8,32,1032,61,28,460,3,13,1,0,0,1227,1,164,0,139,0,5,0,1,0,0,357,0,106,0,950,0,691,0,0,0,212,0,124,0,0,21,0,2,0,0,0,1884,0,30,0,3,0,52,0,0,26,0,5,0,0,0,340,0,314,0,352,0,33,0,510,3,0,448,0,0,0,0,1,0,0,1620,0,0,3,0,13,302,61,0,0,0,0,22,0,16,3,1322,10,6,1,11,5,254,340,0,6,1,3,0,0,0,63,0,412,0,22,0,1019,16,1,467,0,0,0,1,0,16,0,1508,4,82,0,5,0,0,53,0,307,16,8,1120,0,0,2,0,0,10,118,0,0,0,0,41,422,287,0,0,10,1070,3,23,7,420,9,4,0,0,78,1,17,0,358,MBW_LR
85,158,0,2,0,0,0,673,0,10,0,0,0,0,57,1100,0,0,465,0,1524,0,0,5,1,0,1,0,0,0,0,0,4,3,19,72,2,2,0,2,0,1853,3,0,11,3,14,16,0,0,1931,0,68,0,0,0,0,0,0,0,0,0,0,0,1,680,0,26,2,726,5,1,0,17,0,341,175,0,6,19,2,49,0,40,2,7,178,0,6,33,1072,59,48,490,6,10,0,0,1,1265,3,172,0,34,0,3,0,0,1,0,367,0,154,0,1021,0,724,0,0,0,105,0,124,0,0,26,0,0,0,0,0,1896,0,31,0,2,0,46,0,0,22,0,3,0,0,0,413,0,419,0,348,0,29,0,314,2,1,474,0,0,0,0,1,0,0,1711,0,0,3,0,12,166,106,1,0,0,0,21,0,14,1,1396,6,7,1,11,4,316,214,0,4,2,3,0,0,0,117,0,414,0,30,0,1077,16,1,345,0,0,0,1,0,17,0,1599,4,98,0,4,0,0,55,0,202,13,7,1182,0,0,2,0,0,11,141,0,0,0,0,44,422,198,0,0,13,1156,2,27,8,493,7,5,0,0,75,2,7,0,205,MBW_LR
90,91,0,1,0,0,0,717,0,15,0,0,1,0,59,1116,0,0,397,0,1593,0,0,6,1,0,1,0,0,0,0,0,2,0,21,50,1,2,0,3,0,1870,2,0,14,4,15,18,0,0,1972,0,25,0,0,0,0,0,0,0,0,0,0,0,3,681,2,28,3,713,3,0,0,17,0,322,205,0,3,22,1,50,0,54,0,5,82,0,9,34,1129,45,66,515,3,8,0,0,1,1249,4,172,0,23,0,6,0,0,2,0,355,0,188,0,1059,0,726,0,0,0,56,0,128,0,0,31,0,0,0,0,0,1912,0,33,0,2,0,34,0,0,16,0,3,0,0,0,471,0,486,1,355,0,33,0,190,1,0,463,0,0,0,0,0,0,0,1779,0,0,2,0,14,68,137,0,0,0,0,21,0,13,1,1463,10,5,0,10,5,367,97,0,4,3,1,0,0,0,251,0,399,0,69,0,1124,18,1,138,0,0,0,2,0,14,2,1645,3,123,2,7,0,0,68,0,122,4,8,1251,0,0,3,0,0,11,160,0,0,0,0,49,432,94,0,0,16,1211,4,28,8,524,9,3,0,0,72,3,8,0,114,MBW_LR
95,39,0,2,0,0,0,754,0,6,0,0,2,0,62,1135,0,0,337,0,1649,0,0,6,3,0,4,0,0,0,0,0,1,0,18,44,0,3,0,3,0,1887,0,0,13,3,14,15,0,0,1986,0,11,0,0,0,0,0,0,0,0,0,0,0,3,680,0,43,1,606,0,1,0,26,0,361,261,0,4,16,1,44,2,65,0,8,17,0,7,43,1156,32,84,531,3,8,0,0,0,1202,6,160,0,10,0,4,0,0,4,0,379,0,235,0,1086,0,739,0,0,0,20,0,122,0,0,33,0,0,0,0,0,1913,0,31,0,1,0,30,0,0,21,0,4,0,0,0,508,0,542,0,342,0,38,0,104,1,0,465,0,0,0,0,0,0,0,1805,0,0,0,0,15,25,155,0,0,0,0,20,0,26,0,1456,3,5,0,20,4,382,64,1,13,3,3,0,0,0,313,0,394,0,104,0,1142,17,1,29,0,0,0,0,0,15,7,1697,0,135,1,12,0,0,69,1,51,3,9,1310,0,0,3,0,0,11,165,0,0,0,0,47,427,36,1,0,18,1277,5,24,6,548,8,0,0,0,70,2,10,0,32,MBW_LR
100,0,0,0,0,0,0,779,0,14,0,0,0,0,64,1143,0,0,264,1,1720,0,0,4,2,0,8,0,0,0,0,0,1,0,4,47,3,2,0,5,0,1898,0,0,15,2,10,14,0,0,1987,0,13,0,0,0,0,0,0,0,0,0,0,0,0,646,35,35,1,506,0,2,1,13,2,403,345,0,5,5,1,46,4,82,1,10,0,0,7,28,1174,5,99,543,1,0,0,1,0,1213,0,164,0,3,1,9,0,1,5,0,369,0,234,3,1121,0,707,0,0,0,2,0,132,0,0,34,0,1,0,0,0,1932,0,30,0,1,0,2,0,0,26,0,9,0,0,0,517,1,576,1,345,0,40,0,53,1,0,466,0,0,0,0,0,0,0,1800,0,0,1,0,17,10,172,0,0,0,0,20,1,27,2,1438,0,6,0,3,2,422,36,6,30,1,6,0,0,0,313,0,395,0,109,0,1152,19,0,12,0,0,0,0,0,16,4,1714,0,146,0,26,2,0,69,1,12,1,9,1352,0,0,5,0,0,16,163,0,0,0,0,31,430,0,3,0,18,1320,10,23,7,535,6,1,0,0,69,2,5,0,4,MBW_LR
