perturbation_percentage,cm_0_0,cm_0_1,cm_0_2,cm_0_3,cm_0_4,cm_0_5,cm_0_6,cm_0_7,cm_0_8,cm_0_9,cm_0_10,cm_0_11,cm_0_12,cm_0_13,cm_0_14,cm_0_15,cm_1_0,cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_1_8,cm_1_9,cm_1_10,cm_1_11,cm_1_12,cm_1_13,cm_1_14,cm_1_15,cm_2_0,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_2_8,cm_2_9,cm_2_10,cm_2_11,cm_2_12,cm_2_13,cm_2_14,cm_2_15,cm_3_0,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_3_8,cm_3_9,cm_3_10,cm_3_11,cm_3_12,cm_3_13,cm_3_14,cm_3_15,cm_4_0,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_4_8,cm_4_9,cm_4_10,cm_4_11,cm_4_12,cm_4_13,cm_4_14,cm_4_15,cm_5_0,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_5_8,cm_5_9,cm_5_10,cm_5_11,cm_5_12,cm_5_13,cm_5_14,cm_5_15,cm_6_0,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_6_8,cm_6_9,cm_6_10,cm_6_11,cm_6_12,cm_6_13,cm_6_14,cm_6_15,cm_7_0,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,cm_7_8,cm_7_9,cm_7_10,cm_7_11,cm_7_12,cm_7_13,cm_7_14,cm_7_15,cm_8_0,cm_8_1,cm_8_2,cm_8_3,cm_8_4,cm_8_5,cm_8_6,cm_8_7,cm_8_8,cm_8_9,cm_8_10,cm_8_11,cm_8_12,cm_8_13,cm_8_14,cm_8_15,cm_9_0,cm_9_1,cm_9_2,cm_9_3,cm_9_4,cm_9_5,cm_9_6,cm_9_7,cm_9_8,cm_9_9,cm_9_10,cm_9_11,cm_9_12,cm_9_13,cm_9_14,cm_9_15,cm_10_0,cm_10_1,cm_10_2,cm_10_3,cm_10_4,cm_10_5,cm_10_6,cm_10_7,cm_10_8,cm_10_9,cm_10_10,cm_10_11,cm_10_12,cm_10_13,cm_10_14,cm_10_15,cm_11_0,cm_11_1,cm_11_2,cm_11_3,cm_11_4,cm_11_5,cm_11_6,cm_11_7,cm_11_8,cm_11_9,cm_11_10,cm_11_11,cm_11_12,cm_11_13,cm_11_14,cm_11_15,cm_12_0,cm_12_1,cm_12_2,cm_12_3,cm_12_4,cm_12_5,cm_12_6,cm_12_7,cm_12_8,cm_12_9,cm_12_10,cm_12_11,cm_12_12,cm_12_13,cm_12_14,cm_12_15,cm_13_0,cm_13_1,cm_13_2,cm_13_3,cm_13_4,cm_13_5,cm_13_6,cm_13_7,cm_13_8,cm_13_9,cm_13_10,cm_13_11,cm_13_12,cm_13_13,cm_13_14,cm_13_15,cm_14_0,cm_14_1,cm_14_2,cm_14_3,cm_14_4,cm_14_5,cm_14_6,cm_14_7,cm_14_8,cm_14_9,cm_14_10,cm_14_11,cm_14_12,cm_14_13,cm_14_14,cm_14_15,cm_15_0,cm_15_1,cm_15_2,cm_15_3,cm_15_4,cm_15_5,cm_15_6,cm_15_7,cm_15_8,cm_15_9,cm_15_10,cm_15_11,cm_15_12,cm_15_13,cm_15_14,cm_15_15,classifier
50,1044,0,0,0,0,0,318,0,0,0,0,0,0,30,608,0,0,899,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,0,0,0,0,0,858,0,0,1,0,0,0,0,0,994,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1109,0,1,0,1,3,703,164,0,9,0,0,0,0,20,0,4,1171,0,0,0,537,2,3,263,0,0,0,0,1,454,0,203,0,1140,0,2,0,0,10,0,190,0,0,0,451,0,348,0,0,0,1112,0,80,0,0,9,0,0,0,0,0,1012,0,0,0,0,0,987,0,0,1,0,0,0,0,0,50,0,42,0,249,0,16,0,1213,0,0,430,0,0,0,0,0,0,0,979,0,0,0,0,0,1021,0,0,0,0,0,0,0,0,0,1053,3,0,0,0,0,0,944,0,0,0,0,0,1,0,0,0,301,0,7,0,545,0,0,1146,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,28,0,938,0,0,633,0,0,0,0,0,6,26,0,0,0,0,1,335,999,0,0,2,435,0,171,0,0,2,2,1,0,373,3,13,0,998,CASIM
55,933,0,1,0,1,0,354,0,0,0,0,0,0,33,678,0,0,839,0,1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0,0,0,0,988,0,0,1,0,0,0,0,0,1187,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,1089,0,3,0,3,1,709,176,0,6,0,0,0,0,24,0,8,1009,0,0,0,644,5,3,307,0,0,0,0,0,494,0,208,0,1045,0,0,0,0,8,0,234,1,10,0,514,0,411,0,0,0,985,0,83,0,0,7,0,0,0,0,0,1153,0,0,0,0,0,846,0,0,1,0,0,0,0,0,81,0,75,1,256,0,17,0,1109,0,0,461,0,0,0,0,0,0,0,1083,0,0,0,0,1,916,0,0,0,0,0,0,0,0,0,1195,1,0,0,2,0,0,802,0,0,0,0,0,1,0,2,0,340,0,10,0,653,1,0,993,0,0,0,0,0,0,0,1105,1,2,0,3,0,0,34,0,855,0,0,705,0,0,0,0,0,6,41,0,0,0,0,1,358,889,0,0,2,464,0,189,0,7,2,3,1,1,356,2,11,1,961,CASIM
60,810,0,0,0,1,0,388,0,0,0,0,1,0,36,764,0,0,796,0,1203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,823,0,0,0,0,0,1177,0,0,0,0,0,0,0,0,1366,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,1031,0,3,0,1,3,710,225,0,7,0,0,0,0,27,0,8,837,0,0,1,766,7,4,350,0,0,0,0,0,550,0,207,0,935,0,1,0,0,10,0,275,2,20,0,592,0,458,0,0,0,853,0,86,0,0,11,0,0,0,0,0,1237,0,0,0,0,0,761,0,0,2,0,0,0,0,0,128,0,100,0,266,0,24,0,1006,0,0,476,0,0,0,0,0,0,0,1222,0,0,0,0,1,774,3,0,0,0,0,0,0,0,0,1303,4,0,0,0,0,0,693,0,0,0,0,0,0,0,2,0,372,0,14,0,782,2,0,828,0,0,0,0,0,0,0,1166,0,10,0,0,0,1,39,0,784,0,0,812,0,0,0,0,0,10,55,0,0,0,0,1,388,734,0,0,4,472,1,218,0,61,2,4,0,1,339,2,7,1,888,CASIM
65,704,0,0,0,0,0,432,0,0,0,0,0,0,38,826,0,0,712,0,1284,1,0,0,0,0,1,0,0,2,0,0,0,0,0,614,0,0,0,0,0,1386,0,0,0,0,0,0,0,0,1508,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,941,0,2,0,1,3,708,319,0,9,0,0,0,0,26,0,15,686,0,0,1,859,8,3,402,0,0,0,0,0,539,0,208,0,854,0,0,0,0,17,0,335,2,45,0,652,0,488,0,0,0,751,0,92,0,0,17,0,0,0,0,0,1277,0,0,0,0,0,722,0,0,1,0,0,0,0,0,183,0,143,0,273,0,29,0,898,0,0,474,0,0,0,0,0,0,0,1359,0,0,0,0,1,630,10,0,0,0,0,0,0,0,0,1416,3,0,0,1,0,4,576,0,0,0,0,0,0,0,6,0,378,0,15,0,896,5,0,700,0,0,0,0,0,0,1,1243,1,16,0,0,0,2,47,2,688,0,0,904,0,0,0,0,0,10,79,0,0,0,0,1,397,609,0,0,8,477,1,226,0,184,0,4,0,1,348,1,8,0,742,CASIM
70,544,0,0,0,0,0,496,0,0,0,0,0,0,38,922,0,0,540,0,1459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,487,0,0,0,0,0,1513,0,0,0,0,0,0,0,0,1649,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,7,763,3,2,2,3,0,702,469,2,10,0,0,0,0,34,0,19,529,0,0,3,957,6,5,447,0,0,0,0,0,641,0,207,0,706,0,0,0,0,21,0,341,1,83,0,719,0,514,1,0,0,655,0,103,0,0,8,0,0,0,0,0,1473,0,0,0,0,0,525,0,0,2,0,0,0,0,0,230,1,197,0,283,0,38,0,762,0,0,489,0,0,0,0,0,0,0,1526,0,0,0,0,0,456,18,0,0,0,0,0,0,0,0,1521,2,0,0,0,0,8,469,0,0,0,0,0,1,0,13,0,385,0,22,0,950,6,0,623,0,0,0,0,0,1,0,1349,1,30,0,0,0,0,55,3,561,0,0,1012,0,0,0,0,0,10,92,0,0,0,0,2,394,490,0,0,7,507,0,215,0,317,1,5,1,1,355,1,7,0,583,CASIM
75,420,0,0,0,0,0,559,0,0,0,0,0,0,41,980,0,0,377,0,1619,3,0,0,0,0,1,0,0,0,0,0,0,0,0,359,0,0,0,1,0,1640,0,0,0,0,0,0,0,0,1744,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,6,615,4,4,2,1,0,687,596,0,21,0,0,0,0,49,0,27,438,0,0,1,977,6,9,493,0,0,0,0,0,769,0,198,0,551,0,0,0,0,24,0,343,0,115,0,809,0,530,0,0,0,541,0,105,0,0,15,0,0,0,0,0,1734,0,0,0,0,0,266,0,0,0,0,0,0,0,0,325,0,257,0,288,0,38,0,574,0,0,518,0,0,0,0,0,0,0,1665,0,0,0,0,2,296,37,0,0,0,0,0,0,0,0,1629,3,0,0,1,0,21,346,0,0,0,0,0,0,0,21,1,397,0,22,0,1015,6,0,538,0,0,0,0,0,1,0,1464,0,57,0,0,0,0,70,5,403,0,0,1109,0,0,0,0,0,8,105,0,0,0,0,1,399,375,3,0,7,554,0,217,0,401,0,7,0,0,347,1,4,0,462,CASIM
80,289,0,0,0,0,0,638,0,0,0,0,0,0,44,1029,0,0,272,0,1725,2,0,0,0,0,1,0,0,0,0,0,0,0,0,265,0,0,1,0,0,1734,0,0,0,0,0,0,0,0,1851,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,5,93,4,464,5,3,0,0,4,679,709,0,33,1,0,0,0,61,0,44,314,0,0,1,1004,9,9,558,0,0,0,0,0,888,0,196,0,426,0,0,0,0,25,0,305,0,160,0,880,0,577,0,0,0,416,0,109,0,0,18,0,0,0,0,0,1906,0,0,0,0,0,94,0,0,0,0,0,0,0,0,411,0,340,0,291,0,53,0,382,0,0,523,0,0,0,0,0,0,0,1738,0,0,0,0,1,207,54,0,0,0,0,0,0,0,0,1759,2,0,0,0,0,36,203,0,0,0,0,0,0,0,44,0,411,0,26,0,1047,6,0,466,0,0,0,0,1,1,1,1592,0,90,0,0,0,0,70,4,241,0,0,1197,0,0,0,0,0,7,131,0,0,0,0,2,404,257,2,0,8,619,0,240,2,444,0,3,0,2,310,1,2,2,367,CASIM
85,120,0,0,0,1,0,699,0,0,0,0,1,0,52,1127,0,0,191,0,1805,1,0,0,0,1,2,0,0,0,0,0,0,0,0,102,0,0,0,0,0,1898,0,0,0,0,0,0,0,0,1956,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,103,4,340,9,1,0,0,0,683,803,0,53,0,0,0,1,79,0,54,222,0,0,5,1051,7,11,570,0,0,0,0,0,932,0,188,0,315,0,0,0,0,31,0,340,0,194,0,959,0,639,0,0,0,268,0,110,0,0,24,0,0,0,0,0,1956,0,0,0,0,0,44,0,0,0,0,0,0,0,0,509,1,429,0,286,0,57,0,188,0,0,530,0,0,0,0,0,0,0,1822,0,0,0,0,1,95,82,0,0,0,0,0,0,0,0,1829,2,0,0,1,0,59,109,0,0,0,0,0,0,0,85,1,413,0,41,0,1085,8,0,367,0,0,0,0,0,0,0,1687,0,112,0,1,0,0,75,3,122,0,0,1270,0,0,0,1,0,5,162,0,0,0,0,4,409,146,3,0,7,666,3,231,1,484,0,7,2,1,321,1,2,0,274,CASIM
90,38,0,0,0,0,0,734,0,0,0,0,0,0,49,1179,0,0,143,0,1850,3,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1980,0,0,0,0,0,0,0,0,1994,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,122,3,227,11,0,0,0,0,691,862,0,80,0,0,0,1,99,0,75,129,0,0,2,1094,5,14,581,0,0,0,0,0,1109,0,188,0,97,0,0,0,0,31,0,346,1,228,0,996,1,686,2,0,0,155,0,127,0,0,33,0,0,0,0,0,1970,0,0,0,0,0,30,0,0,0,0,0,0,0,0,554,0,480,0,267,0,53,0,77,0,0,569,0,0,0,0,0,0,0,1866,0,0,0,0,0,27,107,0,0,0,0,0,0,0,0,1827,0,0,0,1,0,102,69,0,1,0,0,0,0,0,144,1,403,0,76,0,1156,8,0,212,0,0,0,0,1,0,1,1754,0,122,0,0,0,0,82,1,39,0,0,1341,0,0,0,0,0,6,191,0,0,0,0,5,406,48,3,0,9,764,4,236,1,530,0,7,1,1,311,1,5,0,130,CASIM
95,3,0,0,0,0,0,759,0,0,0,0,0,0,52,1186,0,0,39,0,1945,2,0,0,1,10,2,0,0,0,1,0,0,0,0,8,0,0,0,0,0,1992,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,145,1,99,17,0,0,0,0,678,932,0,123,0,0,0,0,140,0,92,18,0,0,4,1128,4,22,592,0,0,0,0,0,1124,0,183,0,8,0,0,0,0,32,0,403,0,250,0,1048,0,722,0,0,0,50,0,138,0,0,42,0,0,0,0,0,1993,0,0,0,0,0,7,0,0,0,0,0,0,0,0,573,0,495,0,300,0,54,0,26,0,0,552,0,0,0,0,0,0,0,1865,0,0,0,0,1,1,133,0,0,0,0,0,0,0,0,1785,1,0,0,1,0,152,58,0,3,0,0,0,0,0,216,1,415,0,99,0,1217,8,0,44,0,0,0,0,1,0,1,1763,0,129,0,0,0,0,93,0,13,0,0,1363,0,0,0,0,0,5,189,0,0,0,0,7,427,6,3,0,10,844,2,234,0,566,0,3,2,1,314,1,7,0,16,CASIM
100,0,0,0,0,0,0,772,0,1,0,0,0,0,53,1174,0,0,0,0,1980,0,0,0,1,13,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1993,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,110,0,42,16,0,0,0,1,668,1030,0,128,0,0,0,0,146,0,99,0,0,0,5,1123,3,33,591,0,0,0,0,0,1098,0,173,0,2,0,0,0,0,33,0,439,0,255,0,1094,0,725,0,0,0,0,0,142,0,0,39,0,0,0,0,0,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,552,0,507,1,308,0,59,0,7,0,0,566,0,0,0,0,0,0,0,1835,0,0,0,0,1,0,163,1,0,0,0,0,0,0,0,1735,2,0,0,0,0,221,33,0,9,0,0,0,0,0,266,0,424,0,120,0,1183,7,0,0,0,0,0,0,0,0,1,1756,0,142,0,0,0,0,101,0,0,0,0,1359,0,0,0,0,1,6,198,0,0,0,0,7,426,0,3,0,15,855,1,229,1,565,0,1,4,0,323,1,5,0,0,CASIM
