perturbation_percentage,cm_0_0,cm_0_1,cm_0_2,cm_0_3,cm_0_4,cm_0_5,cm_0_6,cm_0_7,cm_0_8,cm_0_9,cm_0_10,cm_0_11,cm_0_12,cm_0_13,cm_0_14,cm_0_15,cm_1_0,cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_1_8,cm_1_9,cm_1_10,cm_1_11,cm_1_12,cm_1_13,cm_1_14,cm_1_15,cm_2_0,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_2_8,cm_2_9,cm_2_10,cm_2_11,cm_2_12,cm_2_13,cm_2_14,cm_2_15,cm_3_0,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_3_8,cm_3_9,cm_3_10,cm_3_11,cm_3_12,cm_3_13,cm_3_14,cm_3_15,cm_4_0,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_4_8,cm_4_9,cm_4_10,cm_4_11,cm_4_12,cm_4_13,cm_4_14,cm_4_15,cm_5_0,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_5_8,cm_5_9,cm_5_10,cm_5_11,cm_5_12,cm_5_13,cm_5_14,cm_5_15,cm_6_0,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_6_8,cm_6_9,cm_6_10,cm_6_11,cm_6_12,cm_6_13,cm_6_14,cm_6_15,cm_7_0,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,cm_7_8,cm_7_9,cm_7_10,cm_7_11,cm_7_12,cm_7_13,cm_7_14,cm_7_15,cm_8_0,cm_8_1,cm_8_2,cm_8_3,cm_8_4,cm_8_5,cm_8_6,cm_8_7,cm_8_8,cm_8_9,cm_8_10,cm_8_11,cm_8_12,cm_8_13,cm_8_14,cm_8_15,cm_9_0,cm_9_1,cm_9_2,cm_9_3,cm_9_4,cm_9_5,cm_9_6,cm_9_7,cm_9_8,cm_9_9,cm_9_10,cm_9_11,cm_9_12,cm_9_13,cm_9_14,cm_9_15,cm_10_0,cm_10_1,cm_10_2,cm_10_3,cm_10_4,cm_10_5,cm_10_6,cm_10_7,cm_10_8,cm_10_9,cm_10_10,cm_10_11,cm_10_12,cm_10_13,cm_10_14,cm_10_15,cm_11_0,cm_11_1,cm_11_2,cm_11_3,cm_11_4,cm_11_5,cm_11_6,cm_11_7,cm_11_8,cm_11_9,cm_11_10,cm_11_11,cm_11_12,cm_11_13,cm_11_14,cm_11_15,cm_12_0,cm_12_1,cm_12_2,cm_12_3,cm_12_4,cm_12_5,cm_12_6,cm_12_7,cm_12_8,cm_12_9,cm_12_10,cm_12_11,cm_12_12,cm_12_13,cm_12_14,cm_12_15,cm_13_0,cm_13_1,cm_13_2,cm_13_3,cm_13_4,cm_13_5,cm_13_6,cm_13_7,cm_13_8,cm_13_9,cm_13_10,cm_13_11,cm_13_12,cm_13_13,cm_13_14,cm_13_15,cm_14_0,cm_14_1,cm_14_2,cm_14_3,cm_14_4,cm_14_5,cm_14_6,cm_14_7,cm_14_8,cm_14_9,cm_14_10,cm_14_11,cm_14_12,cm_14_13,cm_14_14,cm_14_15,cm_15_0,cm_15_1,cm_15_2,cm_15_3,cm_15_4,cm_15_5,cm_15_6,cm_15_7,cm_15_8,cm_15_9,cm_15_10,cm_15_11,cm_15_12,cm_15_13,cm_15_14,cm_15_15,classifier
50,997,0,0,0,0,0,377,0,0,0,0,0,0,15,611,0,0,927,0,1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,0,9,47,0,0,736,94,0,0,7,0,0,0,0,774,0,1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,1189,0,0,0,601,0,0,210,0,0,0,0,0,296,0,397,0,1189,0,0,0,0,1,0,117,0,0,0,452,0,362,0,22,0,1082,0,77,0,0,5,0,0,0,0,0,1254,0,20,0,0,0,725,1,0,0,0,0,0,0,0,24,0,5,29,226,0,18,0,1300,0,0,398,0,0,0,0,0,0,0,992,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,0,1191,0,0,0,0,2,15,752,11,29,0,0,0,0,0,0,61,146,0,4,0,443,0,0,1345,1,0,0,0,0,0,0,1197,0,0,0,0,15,0,16,0,772,0,0,822,0,0,0,0,0,0,9,0,0,0,0,0,259,910,0,0,0,219,0,97,0,0,0,0,0,0,469,0,0,0,1215,EAC_25NN
55,896,0,0,0,0,0,394,0,0,0,0,0,0,18,692,0,0,621,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,0,11,37,0,0,889,104,0,0,9,0,0,0,0,1091,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,0,0,0,551,25,0,0,0,0,0,0,0,0,0,915,0,0,0,805,0,0,280,0,0,0,0,0,354,0,405,0,1126,0,0,0,0,2,0,110,0,3,0,530,0,436,0,16,0,912,0,98,0,0,8,0,0,0,0,0,1448,0,20,0,0,0,531,1,0,0,0,0,0,0,0,41,0,18,31,227,0,20,0,1245,0,0,418,0,0,0,0,0,0,0,1076,0,0,0,0,0,924,0,0,0,0,0,0,0,0,0,1283,0,0,0,0,5,21,671,3,17,0,0,0,0,0,0,65,183,0,7,0,602,0,0,1142,1,0,0,0,0,0,0,1376,0,0,0,0,17,0,16,0,591,0,0,991,0,0,0,0,0,0,9,0,0,0,0,0,279,721,0,0,0,235,0,98,0,0,0,0,0,0,468,0,0,0,1199,EAC_25NN
60,812,0,0,0,0,0,410,0,0,0,0,0,0,18,760,0,0,401,0,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0,10,26,0,0,952,110,0,0,12,0,0,0,0,1411,0,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1162,0,0,0,0,0,567,228,0,0,0,0,0,0,1,0,0,666,0,0,0,1005,0,0,328,0,0,0,0,0,423,0,416,0,1042,0,0,0,0,2,0,114,0,3,0,623,0,486,0,15,0,763,0,105,0,0,8,0,0,0,0,0,1630,0,20,0,0,0,350,0,0,0,0,0,0,0,0,83,0,37,29,232,0,24,0,1154,0,0,441,0,0,0,0,0,0,0,1305,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,1442,0,0,0,0,11,27,513,1,6,0,0,0,0,0,1,67,232,0,14,0,753,0,0,933,0,0,0,0,0,0,0,1578,0,0,0,0,17,0,16,0,389,0,0,1145,0,0,0,0,0,0,15,0,0,0,0,0,295,545,0,0,0,272,0,100,0,0,0,0,0,0,469,0,0,0,1159,EAC_25NN
65,744,0,0,0,0,0,437,0,0,0,0,0,0,19,800,0,0,243,0,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,9,19,0,0,1031,113,0,0,15,0,0,0,0,1675,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,874,0,0,0,0,0,565,462,0,9,0,0,0,0,4,0,0,449,0,0,0,1169,0,0,378,0,0,0,0,0,517,0,429,0,893,0,0,0,0,5,0,140,0,16,0,674,0,524,0,12,0,664,0,116,0,0,10,0,0,0,0,0,1751,0,19,0,0,0,230,0,0,0,0,0,0,0,0,141,0,89,29,241,0,27,0,1020,0,0,453,0,0,0,0,0,0,0,1548,0,0,0,0,0,442,10,0,0,0,0,0,0,0,0,1560,0,0,0,0,15,34,387,0,4,0,0,0,0,0,1,67,256,0,19,0,891,6,0,760,0,0,0,0,0,0,0,1703,0,0,0,0,16,0,28,0,253,0,0,1270,0,0,0,0,0,0,18,0,0,0,0,0,324,388,0,0,0,346,0,103,0,6,0,0,0,0,471,0,0,0,1074,EAC_25NN
70,667,0,0,0,0,0,471,0,0,0,0,0,0,21,841,0,0,73,0,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,9,13,0,0,1349,113,0,0,18,0,0,0,0,1871,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,652,0,0,0,0,0,561,656,0,8,0,0,0,0,11,0,0,269,0,0,0,1282,0,0,438,0,0,0,0,0,633,0,432,0,709,0,0,0,0,6,0,176,0,44,0,720,1,553,0,10,0,579,0,126,0,0,11,0,0,0,0,0,1833,0,13,0,0,0,154,0,0,0,0,0,0,0,0,222,0,201,31,249,0,38,0,794,0,0,465,0,0,0,0,0,0,0,1715,0,0,0,0,0,242,43,0,0,0,0,0,0,0,0,1619,0,0,0,0,18,41,319,0,3,0,0,0,0,0,1,66,278,0,28,0,1138,6,0,483,0,0,0,0,0,0,0,1831,0,0,0,0,16,0,29,0,124,0,0,1374,0,0,0,0,0,0,21,0,0,0,0,1,342,262,0,0,0,455,0,102,0,45,0,0,0,0,471,0,0,0,927,EAC_25NN
75,525,0,0,0,0,0,522,0,0,0,0,0,0,24,929,0,0,2,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,8,8,0,0,1738,117,0,0,18,0,0,0,0,1951,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,506,0,0,0,0,0,561,792,0,10,0,0,0,0,10,0,0,145,0,0,0,1338,0,0,507,0,0,0,0,0,756,0,441,0,509,0,0,0,0,5,0,206,0,83,0,759,1,562,0,8,0,514,0,136,0,0,20,0,0,0,0,0,1917,0,13,0,0,0,70,0,0,0,0,0,0,0,0,348,0,309,32,257,0,45,0,530,0,0,479,0,0,0,0,0,0,0,1791,0,0,0,0,0,155,54,0,0,0,0,0,0,0,0,1687,0,0,0,0,18,43,252,0,0,0,0,0,0,0,1,64,278,0,54,0,1354,6,0,243,0,0,0,0,0,0,0,1899,0,4,0,0,16,0,31,0,50,0,0,1446,0,0,0,0,0,0,26,0,0,0,0,1,366,161,0,0,4,630,0,102,0,141,0,0,0,0,471,0,0,0,652,EAC_25NN
80,289,0,0,0,0,0,636,0,0,0,0,0,0,30,1045,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,3,0,0,1833,116,0,0,20,0,0,0,0,1995,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,351,6,0,0,0,0,552,944,0,10,0,0,0,0,8,0,0,57,0,0,0,1401,0,0,534,0,0,0,0,0,828,0,448,0,380,0,0,0,0,3,0,225,0,116,0,835,1,613,0,6,0,385,0,139,0,0,21,0,0,0,0,0,1973,0,11,0,0,0,16,0,0,0,0,0,0,0,0,461,0,444,32,260,0,53,0,247,0,0,503,0,0,0,0,0,0,0,1859,0,0,0,0,0,75,66,0,0,0,0,0,0,0,0,1811,0,0,0,0,18,51,120,0,0,0,0,0,0,0,6,63,277,0,62,0,1463,6,0,123,0,0,0,0,0,0,0,1936,0,6,0,0,15,0,30,0,13,0,0,1526,0,0,0,0,0,0,35,0,0,0,0,1,377,61,0,0,4,856,0,97,0,246,0,0,0,0,467,0,0,0,330,EAC_25NN
85,55,0,0,0,0,0,731,0,0,0,0,0,0,31,1183,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,2,0,0,1842,116,0,0,18,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,197,14,0,0,0,0,549,1090,0,16,0,0,0,0,8,0,0,20,0,0,0,1443,0,0,529,0,0,0,0,0,951,0,451,0,168,0,0,0,0,3,0,254,0,173,0,979,2,710,0,3,0,106,0,157,0,0,43,0,0,0,0,0,1987,0,11,0,0,0,2,0,0,0,0,0,0,0,0,572,0,515,33,262,0,52,0,54,0,0,512,0,0,0,0,0,0,0,1890,0,0,0,0,0,37,73,0,0,0,0,0,0,0,0,1886,0,1,0,0,19,66,28,0,0,0,0,0,0,0,10,63,253,0,73,0,1549,6,0,46,0,0,0,0,0,0,0,1945,0,10,0,0,15,0,27,0,3,0,0,1564,0,0,0,0,0,0,40,0,0,0,0,1,377,18,0,0,10,1003,0,95,0,357,0,0,0,0,464,0,0,0,71,EAC_25NN
90,1,0,0,0,0,0,771,0,0,0,0,0,0,28,1200,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,0,0,0,1838,114,0,0,21,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,28,21,0,0,0,0,548,1236,0,32,0,0,0,0,10,0,0,2,0,0,0,1470,0,0,518,0,0,0,0,0,1027,0,455,0,16,0,0,0,0,6,0,286,0,210,0,1051,2,730,0,0,0,5,0,162,0,0,50,0,0,0,0,0,1990,0,9,0,0,0,1,0,0,0,0,0,0,0,0,610,0,541,33,259,0,48,0,1,0,0,508,0,0,0,0,0,0,0,1908,0,0,0,0,0,1,91,0,0,0,0,0,0,0,0,1898,0,1,0,0,19,80,2,0,0,0,0,0,0,0,13,64,255,0,87,0,1572,8,0,1,0,0,0,0,0,0,0,1942,0,13,0,0,13,0,32,0,0,0,0,1578,0,0,0,0,0,0,49,0,0,0,0,2,371,0,0,0,9,1045,0,92,0,394,0,0,0,0,459,0,1,0,0,EAC_25NN
95,0,0,0,0,0,0,766,0,0,0,0,0,0,28,1206,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,1831,115,0,0,19,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,21,0,0,0,0,532,1269,0,36,0,0,0,0,10,0,0,0,0,0,0,1480,0,0,510,0,0,0,0,0,1026,0,458,0,3,0,0,0,0,7,0,288,0,218,0,1048,2,733,0,0,0,0,0,167,0,0,50,0,0,0,0,0,1994,0,5,0,0,0,1,0,0,0,0,0,0,0,0,630,0,529,33,258,0,46,0,0,0,0,504,0,0,0,0,0,0,0,1906,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,1887,0,0,0,0,18,92,3,0,0,0,0,0,0,0,16,64,244,0,88,0,1580,8,0,0,0,0,0,0,0,0,0,1935,0,20,0,0,12,0,33,0,0,0,0,1600,0,0,0,0,0,0,42,0,0,0,0,2,356,0,0,0,14,1049,0,91,0,390,0,0,0,0,455,0,1,0,0,EAC_25NN
100,0,0,0,0,0,0,765,0,0,0,0,0,0,28,1207,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,13,0,0,0,1829,116,0,0,20,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,20,0,0,0,0,516,1279,0,41,0,0,0,0,11,0,0,0,0,0,0,1488,0,0,501,0,0,0,0,0,1004,0,464,0,3,0,0,0,0,7,0,289,0,233,0,1053,3,729,0,0,0,0,0,166,0,0,49,0,0,0,0,0,1994,0,5,0,0,0,1,0,0,0,0,0,0,0,0,632,0,534,33,261,0,45,0,0,0,0,495,0,0,0,0,0,0,0,1901,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1880,0,0,0,0,16,101,3,0,0,0,0,0,0,0,23,64,235,0,93,0,1577,8,0,0,0,0,0,0,0,0,0,1937,0,21,0,0,13,0,29,0,0,0,0,1607,0,0,0,0,0,0,44,0,0,0,0,2,347,0,0,0,14,1048,0,90,0,395,0,0,0,0,453,0,0,0,0,EAC_25NN
