perturbation_percentage,cm_0_0,cm_0_1,cm_0_2,cm_0_3,cm_0_4,cm_0_5,cm_0_6,cm_0_7,cm_0_8,cm_0_9,cm_0_10,cm_0_11,cm_0_12,cm_0_13,cm_0_14,cm_0_15,cm_1_0,cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_1_8,cm_1_9,cm_1_10,cm_1_11,cm_1_12,cm_1_13,cm_1_14,cm_1_15,cm_2_0,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_2_8,cm_2_9,cm_2_10,cm_2_11,cm_2_12,cm_2_13,cm_2_14,cm_2_15,cm_3_0,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_3_8,cm_3_9,cm_3_10,cm_3_11,cm_3_12,cm_3_13,cm_3_14,cm_3_15,cm_4_0,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_4_8,cm_4_9,cm_4_10,cm_4_11,cm_4_12,cm_4_13,cm_4_14,cm_4_15,cm_5_0,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_5_8,cm_5_9,cm_5_10,cm_5_11,cm_5_12,cm_5_13,cm_5_14,cm_5_15,cm_6_0,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_6_8,cm_6_9,cm_6_10,cm_6_11,cm_6_12,cm_6_13,cm_6_14,cm_6_15,cm_7_0,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,cm_7_8,cm_7_9,cm_7_10,cm_7_11,cm_7_12,cm_7_13,cm_7_14,cm_7_15,cm_8_0,cm_8_1,cm_8_2,cm_8_3,cm_8_4,cm_8_5,cm_8_6,cm_8_7,cm_8_8,cm_8_9,cm_8_10,cm_8_11,cm_8_12,cm_8_13,cm_8_14,cm_8_15,cm_9_0,cm_9_1,cm_9_2,cm_9_3,cm_9_4,cm_9_5,cm_9_6,cm_9_7,cm_9_8,cm_9_9,cm_9_10,cm_9_11,cm_9_12,cm_9_13,cm_9_14,cm_9_15,cm_10_0,cm_10_1,cm_10_2,cm_10_3,cm_10_4,cm_10_5,cm_10_6,cm_10_7,cm_10_8,cm_10_9,cm_10_10,cm_10_11,cm_10_12,cm_10_13,cm_10_14,cm_10_15,cm_11_0,cm_11_1,cm_11_2,cm_11_3,cm_11_4,cm_11_5,cm_11_6,cm_11_7,cm_11_8,cm_11_9,cm_11_10,cm_11_11,cm_11_12,cm_11_13,cm_11_14,cm_11_15,cm_12_0,cm_12_1,cm_12_2,cm_12_3,cm_12_4,cm_12_5,cm_12_6,cm_12_7,cm_12_8,cm_12_9,cm_12_10,cm_12_11,cm_12_12,cm_12_13,cm_12_14,cm_12_15,cm_13_0,cm_13_1,cm_13_2,cm_13_3,cm_13_4,cm_13_5,cm_13_6,cm_13_7,cm_13_8,cm_13_9,cm_13_10,cm_13_11,cm_13_12,cm_13_13,cm_13_14,cm_13_15,cm_14_0,cm_14_1,cm_14_2,cm_14_3,cm_14_4,cm_14_5,cm_14_6,cm_14_7,cm_14_8,cm_14_9,cm_14_10,cm_14_11,cm_14_12,cm_14_13,cm_14_14,cm_14_15,cm_15_0,cm_15_1,cm_15_2,cm_15_3,cm_15_4,cm_15_5,cm_15_6,cm_15_7,cm_15_8,cm_15_9,cm_15_10,cm_15_11,cm_15_12,cm_15_13,cm_15_14,cm_15_15,classifier
50,1081,0,0,0,0,0,304,0,0,0,0,0,0,15,600,0,0,843,0,1027,0,6,0,10,0,0,0,0,0,0,0,114,0,0,793,0,0,15,0,0,1171,2,0,19,0,0,0,0,0,837,0,1149,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1146,0,0,0,0,0,574,273,0,7,0,0,0,0,17,0,0,1546,0,0,8,410,0,0,19,0,0,0,0,0,100,0,47,0,1550,0,0,3,81,57,0,43,0,119,0,199,0,185,0,65,0,1094,0,433,0,0,24,0,0,0,0,0,858,0,1,9,3,0,1066,16,1,40,0,0,0,6,0,195,0,137,1,71,0,77,0,1265,59,0,190,0,0,5,0,0,0,0,31,38,0,0,0,0,1896,0,35,0,0,0,0,0,0,0,279,0,0,0,0,0,0,1721,0,0,0,0,0,0,0,0,16,125,0,0,0,114,20,0,1725,0,0,0,4,0,0,0,315,0,3,0,0,0,2,31,0,1637,8,0,268,0,0,0,0,0,1,0,0,0,0,0,17,151,1563,0,0,0,285,0,0,101,0,0,4,23,0,182,0,0,0,1405,WDI_1NN
55,685,0,0,0,0,0,358,0,0,0,0,0,0,20,937,0,0,601,0,1275,0,3,0,8,0,0,0,0,0,0,0,113,0,0,721,0,0,12,0,0,1245,2,0,20,0,0,0,0,0,1127,0,860,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,634,550,0,10,0,0,0,0,14,0,0,1449,0,0,10,487,0,0,40,0,0,0,0,0,182,0,30,0,1448,0,0,1,84,62,0,76,0,117,0,235,0,213,0,63,0,1030,0,431,0,0,27,0,0,1,0,0,831,0,0,8,1,0,1103,12,1,43,0,1,0,0,0,257,0,184,0,107,0,94,0,1063,60,0,231,0,0,4,0,0,0,0,27,38,0,0,0,3,1905,0,27,0,0,0,0,0,0,0,334,0,0,0,0,0,0,1666,0,0,0,0,0,0,0,0,13,144,0,0,0,164,19,0,1660,0,0,0,3,0,0,0,348,0,0,0,0,0,7,60,0,1575,7,0,701,0,0,0,0,0,1,1,0,0,0,0,22,216,1059,0,0,0,345,0,0,83,9,0,0,18,0,185,0,0,0,1360,WDI_1NN
60,519,0,0,0,0,0,386,0,0,0,0,0,0,20,1075,0,0,389,0,1494,0,2,0,6,0,2,0,0,0,0,0,107,0,0,617,0,0,10,0,0,1352,3,0,18,0,0,0,0,0,1487,0,497,0,0,0,1,0,3,12,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0,648,609,0,6,0,0,0,0,12,0,0,1361,0,0,14,540,0,0,73,0,0,0,0,0,323,0,20,0,1273,0,0,1,83,62,0,112,0,126,0,274,0,243,0,59,0,988,0,409,0,0,27,0,0,0,0,0,806,0,0,4,0,0,1133,7,1,46,0,2,0,1,0,325,0,213,0,142,0,129,0,853,60,0,276,0,0,2,0,0,0,0,34,45,0,0,0,3,1896,0,22,0,0,0,0,0,0,0,420,0,0,0,0,0,0,1580,0,0,0,0,0,0,0,0,9,171,0,0,0,277,20,0,1523,0,0,0,7,0,0,0,371,0,2,0,0,0,5,96,0,1515,4,0,913,0,0,0,0,0,1,13,0,0,0,0,14,324,735,0,0,0,392,0,0,64,17,0,0,5,0,174,0,0,0,1348,WDI_1NN
65,360,0,0,0,0,0,451,0,0,0,0,0,0,29,1160,0,0,269,0,1634,0,1,0,6,0,4,0,0,0,0,0,86,0,0,522,0,0,7,0,0,1452,2,0,16,0,0,0,1,0,1773,0,214,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,666,672,0,7,0,0,0,0,18,0,0,1215,0,0,20,618,1,0,128,0,0,0,0,0,423,0,16,0,1102,0,0,0,80,61,0,153,0,165,0,319,0,278,0,52,0,945,0,369,0,0,35,0,0,2,0,0,761,0,0,0,0,0,1187,6,0,44,0,1,0,1,0,410,0,261,0,178,0,157,0,584,59,0,350,0,0,1,0,0,0,0,43,51,0,0,0,4,1882,0,20,0,0,0,0,0,0,0,500,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,7,214,0,2,0,384,19,0,1373,0,1,0,10,0,0,0,396,0,2,0,0,0,18,113,0,1456,5,0,1116,0,0,0,0,0,1,33,0,0,0,0,10,342,498,0,0,0,462,0,0,33,30,0,0,1,0,154,0,0,0,1320,WDI_1NN
70,259,0,0,0,0,0,484,0,0,0,0,0,0,37,1220,0,0,216,0,1698,0,1,0,3,0,5,0,0,0,0,0,77,0,0,454,0,0,5,0,0,1523,3,0,15,0,0,0,0,0,1958,0,38,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,627,0,0,0,0,0,676,694,0,3,0,0,0,0,28,0,0,1041,0,0,30,703,2,0,196,0,0,0,0,0,515,0,14,0,952,0,0,0,74,59,0,198,0,188,0,363,0,322,0,44,0,894,0,307,0,0,69,0,0,1,0,0,773,0,0,1,0,0,1186,3,1,34,0,1,0,1,0,488,0,317,0,207,0,166,0,378,59,0,384,0,0,1,0,0,0,0,70,57,0,0,0,14,1845,0,14,0,0,0,0,0,0,0,650,0,0,0,0,0,2,1348,0,0,0,0,1,0,0,0,4,262,0,6,0,510,22,0,1189,0,6,0,16,0,0,0,407,0,4,0,0,0,24,146,0,1402,1,0,1222,0,0,0,0,0,0,50,0,0,0,0,7,347,374,0,0,0,508,0,0,15,49,0,0,2,0,140,0,0,0,1286,WDI_1NN
75,187,0,0,0,0,0,526,0,0,0,0,0,0,43,1244,0,0,175,0,1761,0,0,0,0,0,3,0,0,0,0,0,61,0,0,422,0,0,5,0,0,1555,2,0,16,0,0,0,0,0,1990,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,589,0,0,0,0,0,679,723,0,9,0,0,0,0,27,0,0,800,0,0,38,832,8,0,295,0,0,0,0,0,535,0,9,0,864,0,0,0,67,57,0,243,0,225,0,409,0,340,0,39,0,829,0,263,0,0,118,0,0,2,0,0,802,0,0,1,1,0,1162,2,0,30,0,2,0,0,0,555,0,336,0,223,0,162,0,253,57,0,414,0,0,0,0,0,0,0,121,52,0,0,0,29,1788,0,10,0,0,0,0,0,0,0,769,1,0,0,0,0,2,1228,0,0,0,0,5,0,0,0,4,288,0,15,0,621,21,0,1037,0,9,0,24,0,0,0,464,0,4,0,0,0,23,158,0,1324,3,0,1315,0,0,0,0,0,0,53,0,0,0,0,3,297,332,0,0,0,594,0,0,10,86,0,0,4,0,120,0,0,0,1186,WDI_1NN
80,139,0,0,0,0,0,575,0,0,0,0,0,0,39,1247,0,0,184,0,1757,0,1,0,3,0,2,0,0,0,0,0,53,0,0,400,0,0,3,0,0,1579,2,0,16,0,0,0,0,0,1999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,693,761,0,11,0,0,0,0,25,0,0,534,0,5,57,934,9,0,436,0,0,0,0,0,563,0,4,0,710,0,0,0,64,54,0,309,0,296,0,426,0,376,0,20,0,754,0,250,0,0,174,0,0,0,0,0,816,0,0,0,2,0,1152,0,0,26,0,3,0,1,0,594,0,362,0,238,0,161,0,176,54,0,415,0,0,0,0,0,0,0,282,50,0,0,0,47,1610,6,5,0,0,0,0,0,0,0,859,0,0,0,0,0,11,1130,0,0,0,0,11,0,0,0,2,325,0,36,0,740,26,0,844,0,16,0,42,0,0,0,499,0,5,0,0,0,16,174,0,1253,11,0,1372,0,0,0,0,0,0,73,0,0,0,0,1,264,290,0,0,0,637,0,0,16,175,0,0,6,0,111,0,1,0,1054,WDI_1NN
85,110,0,0,0,0,0,579,0,0,0,0,0,0,30,1281,0,0,202,0,1750,0,0,0,2,0,0,0,0,0,0,0,46,0,0,376,0,0,1,0,0,1604,3,0,16,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,711,792,0,22,0,0,0,0,36,0,0,283,0,0,57,1021,5,0,598,0,0,0,0,0,592,0,5,0,547,0,0,0,59,51,0,347,0,399,0,456,0,420,0,21,0,640,0,220,0,0,243,0,0,0,0,0,828,0,0,0,1,0,1140,0,0,25,0,6,0,0,0,638,0,377,0,212,0,154,0,121,42,0,454,0,0,2,0,0,0,0,538,36,0,1,0,72,1340,10,3,0,0,0,0,0,0,0,912,0,0,0,0,1,69,1018,0,0,0,0,27,0,0,0,2,397,0,90,0,804,24,0,627,0,29,0,49,0,0,0,577,0,23,0,0,0,12,212,0,1094,33,0,1414,0,0,0,0,0,0,111,0,0,0,0,0,267,208,0,0,0,720,0,0,2,292,0,0,6,0,104,0,0,0,876,WDI_1NN
90,98,0,0,0,0,0,585,0,0,0,0,0,0,34,1283,0,0,170,0,1808,0,0,4,2,0,0,0,0,0,0,0,16,0,0,389,0,0,0,0,0,1590,3,0,18,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,727,814,0,37,0,0,0,0,49,0,0,124,0,0,47,1060,1,0,719,0,0,0,0,0,623,0,4,0,390,0,0,0,58,46,0,447,0,432,0,452,0,474,0,13,0,490,0,213,0,0,358,0,0,0,0,0,831,0,0,0,4,0,1132,0,0,23,0,9,0,1,0,643,0,411,0,230,0,161,0,88,26,0,441,0,0,0,0,0,0,0,914,24,0,1,0,89,950,20,2,0,0,0,0,0,0,0,851,2,0,0,0,3,203,933,0,8,0,0,43,0,0,0,9,431,0,178,0,905,18,0,387,0,29,0,68,0,0,0,671,0,65,0,0,0,11,278,0,869,38,0,1403,0,0,0,0,0,0,156,0,0,0,0,0,290,151,0,0,1,725,0,1,2,444,0,0,6,0,82,0,0,0,739,WDI_1NN
95,56,0,0,0,0,0,652,0,0,0,0,0,0,25,1267,0,0,97,0,1869,0,2,14,5,0,0,0,0,0,0,0,13,0,0,412,0,0,0,2,0,1565,4,0,14,0,0,0,3,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,1,0,0,0,0,757,821,0,60,0,0,0,0,56,0,0,41,0,0,37,1048,1,0,817,0,0,0,0,0,656,0,5,0,218,0,0,0,56,46,0,553,0,466,0,454,1,542,0,10,0,280,0,229,0,0,484,0,0,0,0,0,818,0,0,0,11,0,1137,0,0,24,0,7,0,3,0,632,0,449,0,269,0,149,0,59,19,0,423,0,0,0,0,0,0,0,1299,7,0,1,0,97,561,34,1,0,0,0,0,0,0,0,819,4,0,1,0,8,384,771,0,13,0,0,46,1,0,0,13,479,0,308,0,913,21,0,198,0,21,0,66,0,0,0,821,0,101,1,0,0,6,315,0,644,46,0,1378,0,0,0,0,0,0,180,0,0,0,0,0,314,128,0,0,1,779,2,0,1,604,0,0,7,0,68,0,1,0,537,WDI_1NN
100,0,0,0,0,0,0,715,0,0,0,0,0,0,42,1243,0,0,79,0,1889,0,0,29,3,0,0,0,0,0,0,0,0,0,0,411,0,0,0,4,0,1566,3,0,16,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,807,811,0,76,0,12,0,0,68,0,0,0,0,0,44,1017,0,0,871,0,0,0,0,0,614,0,8,0,159,0,0,0,48,51,0,623,0,497,0,471,1,582,3,1,3,10,0,307,3,0,617,2,0,0,0,0,845,0,0,0,15,0,1106,3,0,17,0,9,0,5,0,657,0,441,0,280,0,137,0,37,14,0,434,0,0,0,0,0,0,0,1457,5,0,1,0,103,371,62,1,0,0,0,0,0,0,0,763,2,6,1,0,15,620,510,0,28,0,55,48,0,0,0,30,488,0,363,0,977,10,0,74,0,0,10,42,0,0,0,902,0,157,0,0,0,4,378,0,467,23,27,1385,0,0,0,0,0,1,260,0,0,0,0,0,350,0,4,0,1,1165,11,0,0,720,0,0,18,0,67,0,0,0,18,WDI_1NN
